ITEM_ID,ADI,CV2,DEMAND_PATTERN
55108,5.52,0.179,Intermittent
75505,5.52,0.202,Intermittent
148603,5.52,0.072,Intermittent
290800,5.52,0.091,Intermittent
477614,5.52,0.251,Intermittent
498125,5.52,0.092,Intermittent
1003945,5.52,0.094,Intermittent
2220009,5.52,0.288,Intermittent
140223,5.34,0.129,Intermittent
322026,5.34,0.315,Intermittent
940501,5.34,0.129,Intermittent
941049,5.34,0.448,Intermittent
956230,5.34,0.324,Intermittent
1001748,5.34,0.368,Intermittent
11675,5.18,0.196,Intermittent
52111,5.18,0.094,Intermittent
55036,5.18,0.213,Intermittent
427002,5.18,0.437,Intermittent
750955,5.18,0.233,Intermittent
940519,5.18,0.432,Intermittent
11202,5.03,0.259,Intermittent
11576,5.03,0.233,Intermittent
36015,5.03,0.272,Intermittent
55059,5.03,0.235,Intermittent
55126,5.03,0.256,Intermittent
55171,5.03,0.331,Intermittent
924069,5.03,0.108,Intermittent
940040,5.03,0.293,Intermittent
956809,5.03,0.378,Intermittent
2020139,5.03,0.267,Intermittent
2300009,5.03,0.158,Intermittent
11624,4.89,0.027,Intermittent
25165,4.89,0.341,Intermittent
5030029,4.89,0.05,Intermittent
32006,4.75,0.158,Intermittent
75008,4.75,0.346,Intermittent
941079,4.75,0.396,Intermittent
11115,4.62,0.317,Intermittent
17387,4.62,0.345,Intermittent
67005,4.62,0.389,Intermittent
117008,4.62,0.154,Intermittent
290802,4.62,0.088,Intermittent
890009,4.62,0.37,Intermittent
902199,4.62,0.357,Intermittent
940109,4.62,0.158,Intermittent
52117,4.5,0.153,Intermittent
940810,4.5,0.168,Intermittent
1001897,4.5,0.373,Intermittent
1002892,4.5,0.487,Intermittent
2220008,4.5,0.186,Intermittent
11563,4.38,0.09,Intermittent
16015,4.38,0.234,Intermittent
25025,4.38,0.389,Intermittent
890007,4.38,0.39,Intermittent
940050,4.38,0.341,Intermittent
1001735,4.38,0.412,Intermittent
1001894,4.38,0.381,Intermittent
1001898,4.38,0.362,Intermittent
75606,4.28,0.399,Intermittent
98045,4.28,0.212,Intermittent
169008,4.28,0.413,Intermittent
290035,4.28,0.2,Intermittent
11868,4.17,0.133,Intermittent
25065,4.17,0.198,Intermittent
55056,4.17,0.383,Intermittent
677306,4.17,0.457,Intermittent
759107,4.17,0.226,Intermittent
5030034,4.17,0.16,Intermittent
52115,4.07,0.096,Intermittent
55208,4.07,0.262,Intermittent
55497,4.07,0.456,Intermittent
148605,4.07,0.173,Intermittent
280036,4.07,0.023,Intermittent
11737,3.98,0.148,Intermittent
507105,3.98,0.166,Intermittent
890005,3.98,0.409,Intermittent
940849,3.98,0.144,Intermittent
51225,3.89,0.19,Intermittent
1001464,3.89,0.377,Intermittent
55019,3.8,0.379,Intermittent
759109,3.8,0.067,Intermittent
1001461,3.8,0.48,Intermittent
1001463,3.8,0.27,Intermittent
1002889,3.8,0.319,Intermittent
1002893,3.8,0.479,Intermittent
52125,3.72,0.144,Intermittent
410001,3.72,0.23,Intermittent
521055,3.72,0.279,Intermittent
148604,3.64,0.231,Intermittent
119029,3.56,0.424,Intermittent
1002541,3.56,0.272,Intermittent
2100259,3.56,0.278,Intermittent
11185,3.49,0.2,Intermittent
25015,3.49,0.426,Intermittent
301045,3.49,0.447,Intermittent
304006,3.49,0.148,Intermittent
759108,3.49,0.448,Intermittent
1001462,3.49,0.375,Intermittent
11705,3.42,0.137,Intermittent
517005,3.42,0.236,Intermittent
940829,3.42,0.402,Intermittent
2220002,3.42,0.472,Intermittent
19006,3.35,0.263,Intermittent
290705,3.35,0.262,Intermittent
5040003,3.35,0.225,Intermittent
38005,3.29,0.379,Intermittent
55008,3.29,0.353,Intermittent
940500,3.29,0.159,Intermittent
2220003,3.29,0.467,Intermittent
485008,3.23,0.422,Intermittent
677305,3.23,0.375,Intermittent
1001969,3.23,0.276,Intermittent
11502,3.17,0.285,Intermittent
42014,3.17,0.436,Intermittent
64015,3.17,0.357,Intermittent
119010,3.17,0.287,Intermittent
565014,3.17,0.324,Intermittent
11225,3.11,0.327,Intermittent
967919,3.11,0.205,Intermittent
5040002,3.11,0.252,Intermittent
112008,3.05,0.275,Intermittent
485000,3.05,0.395,Intermittent
956379,3.05,0.157,Intermittent
5040014,3.05,0.183,Intermittent
117010,3.0,0.311,Intermittent
1000851,3.0,0.372,Intermittent
490156,2.95,0.27,Intermittent
940879,2.95,0.481,Intermittent
1001213,2.95,0.218,Intermittent
11968,2.9,0.246,Intermittent
172055,2.9,0.477,Intermittent
290607,2.9,0.326,Intermittent
1000762,2.9,0.331,Intermittent
55090,2.85,0.344,Intermittent
75509,2.85,0.331,Intermittent
172016,2.85,0.221,Intermittent
172082,2.85,0.278,Intermittent
603105,2.85,0.358,Intermittent
11335,2.8,0.391,Intermittent
11609,2.8,0.205,Intermittent
11679,2.8,0.486,Intermittent
19815,2.76,0.356,Intermittent
55037,2.76,0.429,Intermittent
305226,2.76,0.133,Intermittent
119038,2.71,0.234,Intermittent
285155,2.71,0.285,Intermittent
5030024,2.67,0.138,Intermittent
52127,2.63,0.179,Intermittent
290115,2.63,0.348,Intermittent
429049,2.63,0.363,Intermittent
5030022,2.63,0.158,Intermittent
5150010,2.63,0.427,Intermittent
2100289,2.59,0.366,Intermittent
11742,2.55,0.12,Intermittent
52124,2.55,0.172,Intermittent
290065,2.55,0.156,Intermittent
113105,2.51,0.228,Intermittent
750845,2.51,0.217,Intermittent
55065,2.48,0.194,Intermittent
292013,2.48,0.321,Intermittent
956268,2.48,0.387,Intermittent
967429,2.48,0.373,Intermittent
5030021,2.48,0.178,Intermittent
750835,2.44,0.154,Intermittent
2100229,2.41,0.357,Intermittent
940059,2.38,0.231,Intermittent
750945,2.34,0.249,Intermittent
11604,2.31,0.307,Intermittent
758052,2.31,0.398,Intermittent
11925,2.28,0.476,Intermittent
11967,2.28,0.202,Intermittent
5040005,2.28,0.247,Intermittent
11552,2.22,0.475,Intermittent
17323,2.19,0.433,Intermittent
940809,2.16,0.458,Intermittent
758051,2.14,0.425,Intermittent
11860,2.11,0.263,Intermittent
52128,2.11,0.36,Intermittent
5040010,2.06,0.422,Intermittent
758050,2.04,0.39,Intermittent
42003,2.01,0.444,Intermittent
322025,2.01,0.356,Intermittent
518017,2.01,0.382,Intermittent
172015,1.99,0.253,Intermittent
290602,1.99,0.193,Intermittent
956227,1.99,0.113,Intermittent
956228,1.99,0.155,Intermittent
51227,1.94,0.474,Intermittent
940569,1.94,0.36,Intermittent
11405,1.9,0.247,Intermittent
52126,1.86,0.241,Intermittent
11722,1.84,0.437,Intermittent
410005,1.84,0.487,Intermittent
112005,1.82,0.269,Intermittent
290155,1.82,0.427,Intermittent
601005,1.82,0.442,Intermittent
5130010,1.82,0.455,Intermittent
119032,1.8,0.206,Intermittent
112006,1.71,0.323,Intermittent
756026,1.71,0.376,Intermittent
410010,1.68,0.319,Intermittent
941099,1.68,0.303,Intermittent
280017,1.66,0.302,Intermittent
11702,1.64,0.297,Intermittent
55009,1.64,0.453,Intermittent
5030023,1.61,0.24,Intermittent
518078,1.55,0.488,Intermittent
956208,1.55,0.114,Intermittent
956458,1.55,0.109,Intermittent
11732,1.54,0.299,Intermittent
940819,1.54,0.336,Intermittent
956989,1.51,0.209,Intermittent
922109,1.5,0.288,Intermittent
940057,1.49,0.216,Intermittent
956028,1.49,0.253,Intermittent
922119,1.45,0.355,Intermittent
956055,1.42,0.45,Intermittent
5030026,1.37,0.287,Intermittent
518079,1.35,0.435,Intermittent
952009,1.35,0.329,Intermittent
11712,1.33,0.325,Intermittent
602029,1.33,0.484,Intermittent
11417,85.5,0.889,Lumpy
67026,85.5,1.547,Lumpy
292017,85.5,1.432,Lumpy
518070,85.5,0.72,Lumpy
564006,85.5,1.913,Lumpy
1003164,85.5,0.5,Lumpy
1003165,85.5,0.5,Lumpy
1003166,85.5,0.5,Lumpy
1003892,85.5,1.125,Lumpy
1003894,85.5,0.72,Lumpy
1005377,85.5,0.889,Lumpy
1005705,85.5,0.58,Lumpy
1005867,85.5,0.5,Lumpy
1005878,85.5,0.5,Lumpy
11435,57.0,1.313,Lumpy
27365,57.0,0.497,Lumpy
40108,57.0,0.727,Lumpy
55128,57.0,1.669,Lumpy
55297,57.0,1.172,Lumpy
64100,57.0,1.688,Lumpy
188005,57.0,1.427,Lumpy
923649,57.0,1.333,Lumpy
1000080,57.0,1.346,Lumpy
1003452,57.0,2.37,Lumpy
10000024,57.0,2.523,Lumpy
11824,42.75,0.571,Lumpy
15020,42.75,1.154,Lumpy
35026,42.75,0.733,Lumpy
55173,42.75,2.392,Lumpy
601705,42.75,0.587,Lumpy
764125,42.75,1.778,Lumpy
1000418,42.75,0.587,Lumpy
1002758,42.75,0.735,Lumpy
1003122,42.75,0.712,Lumpy
1003854,42.75,0.667,Lumpy
11180,34.2,0.568,Lumpy
11186,34.2,0.958,Lumpy
11199,34.2,0.511,Lumpy
55296,34.2,0.988,Lumpy
76206,34.2,0.718,Lumpy
164085,34.2,0.533,Lumpy
170075,34.2,0.558,Lumpy
170207,34.2,0.919,Lumpy
759205,34.2,0.611,Lumpy
822021,34.2,0.637,Lumpy
936309,34.2,2.491,Lumpy
1000081,34.2,0.841,Lumpy
1001513,34.2,0.889,Lumpy
1003453,34.2,3.445,Lumpy
1004189,34.2,0.558,Lumpy
11195,28.5,0.732,Lumpy
14026,28.5,0.787,Lumpy
15007,28.5,0.547,Lumpy
15025,28.5,0.528,Lumpy
55018,28.5,3.627,Lumpy
75705,28.5,0.552,Lumpy
83701,28.5,0.524,Lumpy
144206,28.5,0.504,Lumpy
586045,28.5,0.552,Lumpy
902949,28.5,0.88,Lumpy
922159,28.5,1.2,Lumpy
1000000,28.5,1.254,Lumpy
1000440,28.5,1.088,Lumpy
1001604,28.5,0.547,Lumpy
1001820,28.5,0.922,Lumpy
1001828,28.5,0.543,Lumpy
1002757,28.5,0.575,Lumpy
12040,24.43,2.215,Lumpy
14115,24.43,0.503,Lumpy
15021,24.43,0.83,Lumpy
55198,24.43,0.793,Lumpy
55473,24.43,0.6,Lumpy
148509,24.43,0.501,Lumpy
170208,24.43,0.614,Lumpy
764115,24.43,1.722,Lumpy
1000304,24.43,0.684,Lumpy
1002769,24.43,0.899,Lumpy
1004096,24.43,0.63,Lumpy
11636,21.38,0.747,Lumpy
11813,21.38,0.92,Lumpy
17345,21.38,1.003,Lumpy
42034,21.38,2.667,Lumpy
86000,21.38,0.899,Lumpy
388109,21.38,0.707,Lumpy
524005,21.38,1.607,Lumpy
585005,21.38,1.806,Lumpy
585015,21.38,1.868,Lumpy
594100,21.38,1.375,Lumpy
594101,21.38,1.632,Lumpy
594102,21.38,1.269,Lumpy
1000026,21.38,0.494,Lumpy
1005283,21.38,0.647,Lumpy
2100239,21.38,0.949,Lumpy
5030015,21.38,0.627,Lumpy
11117,19.0,0.674,Lumpy
11298,19.0,1.624,Lumpy
11775,19.0,0.493,Lumpy
19535,19.0,0.649,Lumpy
55170,19.0,1.102,Lumpy
167359,19.0,0.866,Lumpy
185102,19.0,0.542,Lumpy
292008,19.0,0.586,Lumpy
370006,19.0,0.662,Lumpy
585035,19.0,2.107,Lumpy
603005,19.0,0.77,Lumpy
902579,19.0,0.802,Lumpy
928119,19.0,0.758,Lumpy
1001010,19.0,0.9,Lumpy
1003454,19.0,2.178,Lumpy
5130021,19.0,0.66,Lumpy
11308,17.1,0.674,Lumpy
11815,17.1,0.741,Lumpy
15024,17.1,0.716,Lumpy
60013,17.1,0.582,Lumpy
219101,17.1,0.935,Lumpy
274013,17.1,1.185,Lumpy
522005,17.1,0.6,Lumpy
585025,17.1,1.929,Lumpy
922019,17.1,0.52,Lumpy
1001769,17.1,0.779,Lumpy
1002901,17.1,0.616,Lumpy
1003433,17.1,0.496,Lumpy
2080003,17.1,0.692,Lumpy
11327,15.55,1.074,Lumpy
76204,15.55,0.667,Lumpy
487501,15.55,2.65,Lumpy
601013,15.55,3.317,Lumpy
677026,15.55,2.293,Lumpy
685015,15.55,0.746,Lumpy
1003216,15.55,0.604,Lumpy
1003451,15.55,6.149,Lumpy
11190,14.25,1.292,Lumpy
14014,14.25,0.906,Lumpy
14055,14.25,0.679,Lumpy
55479,14.25,0.955,Lumpy
67008,14.25,0.615,Lumpy
75607,14.25,0.687,Lumpy
83545,14.25,0.586,Lumpy
170049,14.25,1.862,Lumpy
600051,14.25,0.559,Lumpy
922009,14.25,0.694,Lumpy
936008,14.25,1.388,Lumpy
940869,14.25,0.522,Lumpy
1000279,14.25,2.375,Lumpy
1003675,14.25,0.636,Lumpy
1003676,14.25,0.955,Lumpy
5130020,14.25,0.823,Lumpy
16016,13.15,1.698,Lumpy
55165,13.15,1.24,Lumpy
83544,13.15,1.166,Lumpy
600135,13.15,0.515,Lumpy
677027,13.15,3.378,Lumpy
919009,13.15,0.625,Lumpy
1001274,13.15,0.713,Lumpy
1002458,13.15,0.672,Lumpy
11226,12.21,0.596,Lumpy
11902,12.21,1.544,Lumpy
15028,12.21,0.692,Lumpy
15051,12.21,1.308,Lumpy
16025,12.21,0.746,Lumpy
42025,12.21,0.627,Lumpy
68004,12.21,0.967,Lumpy
956299,12.21,2.633,Lumpy
1000966,12.21,0.877,Lumpy
1001512,12.21,0.908,Lumpy
1001764,12.21,0.952,Lumpy
11605,11.4,0.614,Lumpy
11677,11.4,1.513,Lumpy
11829,11.4,1.268,Lumpy
27175,11.4,0.942,Lumpy
42065,11.4,5.626,Lumpy
64105,11.4,0.513,Lumpy
928159,11.4,0.735,Lumpy
1000108,11.4,0.754,Lumpy
1001514,11.4,1.297,Lumpy
5030011,11.4,0.718,Lumpy
11297,10.69,1.488,Lumpy
14107,10.69,0.81,Lumpy
485009,10.69,1.2,Lumpy
677025,10.69,3.274,Lumpy
922179,10.69,1.859,Lumpy
1002095,10.69,0.943,Lumpy
15014,10.06,4.146,Lumpy
42012,10.06,0.875,Lumpy
93006,10.06,0.805,Lumpy
484000,10.06,0.944,Lumpy
518095,10.06,3.555,Lumpy
941089,10.06,0.513,Lumpy
1000675,10.06,1.349,Lumpy
1004358,10.06,0.564,Lumpy
14108,9.5,1.339,Lumpy
15003,9.5,0.529,Lumpy
119039,9.5,0.604,Lumpy
370005,9.5,2.164,Lumpy
1003455,9.5,3.451,Lumpy
11296,9.0,1.514,Lumpy
14002,9.0,0.696,Lumpy
55155,9.0,0.529,Lumpy
55186,9.0,0.517,Lumpy
119020,9.0,0.822,Lumpy
140012,9.0,1.0,Lumpy
148508,9.0,2.767,Lumpy
292025,9.0,0.562,Lumpy
677008,9.0,0.971,Lumpy
677038,9.0,5.908,Lumpy
11170,8.55,0.712,Lumpy
11291,8.55,0.595,Lumpy
14018,8.55,0.556,Lumpy
15009,8.55,4.245,Lumpy
55055,8.55,1.076,Lumpy
76201,8.55,0.651,Lumpy
272113,8.55,0.555,Lumpy
83157,8.14,0.617,Lumpy
527145,8.14,0.847,Lumpy
1001026,8.14,0.756,Lumpy
1002899,8.14,0.877,Lumpy
11535,7.77,0.612,Lumpy
25245,7.77,1.809,Lumpy
32017,7.77,2.437,Lumpy
1001153,7.77,1.181,Lumpy
93009,7.43,0.568,Lumpy
922059,7.43,1.105,Lumpy
1001025,7.43,0.685,Lumpy
1001903,7.43,0.857,Lumpy
1002454,7.43,0.518,Lumpy
1003154,7.43,0.998,Lumpy
14105,7.12,0.58,Lumpy
55199,7.12,3.098,Lumpy
518038,7.12,0.784,Lumpy
890008,7.12,0.758,Lumpy
5130011,7.12,0.553,Lumpy
55107,6.84,1.93,Lumpy
240008,6.84,0.652,Lumpy
488525,6.84,0.93,Lumpy
1001011,6.84,0.524,Lumpy
1001780,6.84,0.686,Lumpy
11299,6.58,1.638,Lumpy
14106,6.58,1.148,Lumpy
912009,6.58,0.57,Lumpy
1001455,6.58,0.583,Lumpy
11215,6.33,1.588,Lumpy
38004,6.33,1.112,Lumpy
55096,6.33,0.762,Lumpy
55486,6.33,0.892,Lumpy
167355,6.33,0.523,Lumpy
490185,6.33,1.722,Lumpy
518097,6.33,2.228,Lumpy
677028,6.33,0.554,Lumpy
1001899,6.33,0.865,Lumpy
55001,6.11,0.872,Lumpy
55092,6.11,1.735,Lumpy
55190,6.11,0.946,Lumpy
55952,6.11,1.607,Lumpy
677309,6.11,0.677,Lumpy
1001901,6.11,0.8,Lumpy
15012,5.9,1.208,Lumpy
55082,5.9,0.945,Lumpy
55182,5.9,0.647,Lumpy
488512,5.9,0.608,Lumpy
677308,5.9,0.55,Lumpy
1001824,5.9,0.696,Lumpy
1003765,5.9,0.774,Lumpy
75605,5.7,0.594,Lumpy
76024,5.7,0.667,Lumpy
488515,5.7,0.987,Lumpy
518045,5.7,0.658,Lumpy
640093,5.7,0.905,Lumpy
677303,5.7,0.756,Lumpy
1001900,5.7,0.705,Lumpy
14004,5.52,0.785,Lumpy
55030,5.52,0.565,Lumpy
55178,5.52,0.871,Lumpy
141103,5.52,0.534,Lumpy
956049,5.52,0.563,Lumpy
11515,5.34,1.533,Lumpy
11761,5.34,0.534,Lumpy
83156,5.34,1.362,Lumpy
429057,5.34,0.791,Lumpy
1001158,5.34,0.503,Lumpy
42035,5.18,1.608,Lumpy
68007,5.18,0.499,Lumpy
157506,5.18,1.294,Lumpy
523038,5.18,0.798,Lumpy
25012,5.03,1.247,Lumpy
55122,5.03,0.667,Lumpy
86007,5.03,0.683,Lumpy
1001904,5.03,0.5,Lumpy
17365,4.89,0.515,Lumpy
55485,4.89,0.612,Lumpy
67029,4.89,4.055,Lumpy
11134,4.75,1.127,Lumpy
42015,4.75,0.959,Lumpy
55066,4.75,0.623,Lumpy
280013,4.75,0.54,Lumpy
477616,4.75,0.901,Lumpy
14015,4.62,1.095,Lumpy
55052,4.62,0.887,Lumpy
484003,4.62,0.961,Lumpy
941229,4.62,0.86,Lumpy
15008,4.5,4.619,Lumpy
25022,4.5,1.043,Lumpy
55174,4.5,0.533,Lumpy
55188,4.5,0.641,Lumpy
1001733,4.5,1.77,Lumpy
55032,4.38,0.779,Lumpy
129105,4.38,1.74,Lumpy
1001896,4.38,0.618,Lumpy
1001902,4.38,0.868,Lumpy
1001895,4.28,0.675,Lumpy
11875,4.17,0.511,Lumpy
15001,4.17,1.125,Lumpy
119031,4.17,1.355,Lumpy
172067,4.17,0.766,Lumpy
290803,4.17,0.61,Lumpy
956789,4.17,0.538,Lumpy
1001734,4.17,1.212,Lumpy
11972,4.07,0.534,Lumpy
17382,4.07,1.261,Lumpy
410006,4.07,0.978,Lumpy
901009,4.07,0.518,Lumpy
942019,4.07,2.428,Lumpy
942029,4.07,2.463,Lumpy
956939,4.07,0.65,Lumpy
1002891,4.07,0.55,Lumpy
1002894,4.07,0.52,Lumpy
11832,3.98,0.683,Lumpy
83514,3.98,0.581,Lumpy
157505,3.98,1.236,Lumpy
360413,3.98,1.914,Lumpy
518096,3.98,4.755,Lumpy
1001893,3.98,0.602,Lumpy
11135,3.89,8.644,Lumpy
17347,3.89,2.725,Lumpy
17377,3.89,0.54,Lumpy
546002,3.89,1.068,Lumpy
11806,3.8,1.152,Lumpy
14025,3.8,3.696,Lumpy
55012,3.8,1.795,Lumpy
55087,3.8,0.665,Lumpy
600155,3.8,0.841,Lumpy
956219,3.8,0.563,Lumpy
1001467,3.8,1.11,Lumpy
55207,3.72,1.084,Lumpy
677005,3.72,0.998,Lumpy
17385,3.64,0.635,Lumpy
140007,3.64,1.025,Lumpy
172066,3.64,1.304,Lumpy
17384,3.56,1.511,Lumpy
11962,3.49,0.692,Lumpy
55062,3.49,1.321,Lumpy
55132,3.49,1.748,Lumpy
55191,3.49,1.05,Lumpy
15047,3.35,0.909,Lumpy
942009,3.35,1.137,Lumpy
956919,3.35,0.888,Lumpy
16012,3.29,1.541,Lumpy
170045,3.29,4.105,Lumpy
912029,3.29,0.621,Lumpy
111009,3.23,0.52,Lumpy
11872,3.17,1.041,Lumpy
1000375,3.17,5.679,Lumpy
2020085,3.17,0.632,Lumpy
55080,3.11,0.675,Lumpy
1000043,3.11,0.705,Lumpy
11805,3.05,1.395,Lumpy
17326,3.05,3.627,Lumpy
19005,3.05,0.621,Lumpy
32005,3.05,0.736,Lumpy
55127,3.05,0.584,Lumpy
83502,3.05,2.378,Lumpy
498177,3.05,0.557,Lumpy
1000374,3.05,1.476,Lumpy
55002,3.0,5.251,Lumpy
498179,3.0,0.771,Lumpy
759101,3.0,0.955,Lumpy
32011,2.95,1.347,Lumpy
93005,2.95,0.704,Lumpy
140017,2.95,1.15,Lumpy
148506,2.95,3.001,Lumpy
42009,2.9,0.82,Lumpy
55016,2.9,0.511,Lumpy
518035,2.9,1.135,Lumpy
19805,2.8,0.827,Lumpy
11295,2.76,0.687,Lumpy
27178,2.76,0.521,Lumpy
42001,2.76,0.681,Lumpy
83505,2.76,1.333,Lumpy
292055,2.76,0.923,Lumpy
17335,2.71,0.784,Lumpy
11532,2.67,1.243,Lumpy
292002,2.67,0.5,Lumpy
518071,2.67,0.533,Lumpy
546000,2.67,0.641,Lumpy
118006,2.63,0.96,Lumpy
11802,2.59,1.986,Lumpy
11807,2.59,2.35,Lumpy
42011,2.59,1.045,Lumpy
55095,2.59,0.588,Lumpy
890006,2.59,0.556,Lumpy
956769,2.59,1.015,Lumpy
477619,2.55,1.127,Lumpy
11562,2.51,0.549,Lumpy
55135,2.51,0.522,Lumpy
64012,2.51,0.674,Lumpy
140246,2.51,0.746,Lumpy
11505,2.48,0.555,Lumpy
15013,2.48,2.127,Lumpy
952359,2.44,0.525,Lumpy
2100279,2.44,1.231,Lumpy
55057,2.41,0.601,Lumpy
19002,2.38,3.481,Lumpy
597046,2.38,1.806,Lumpy
11803,2.34,1.485,Lumpy
11814,2.34,1.64,Lumpy
14005,2.34,2.185,Lumpy
55120,2.34,1.533,Lumpy
17315,2.31,2.872,Lumpy
42010,2.28,1.113,Lumpy
759106,2.28,0.649,Lumpy
924019,2.28,1.717,Lumpy
11303,2.25,0.553,Lumpy
17372,2.25,1.288,Lumpy
55202,2.25,1.985,Lumpy
148000,2.25,0.673,Lumpy
11402,2.22,0.982,Lumpy
41125,2.22,0.492,Lumpy
172065,2.22,2.746,Lumpy
521059,2.22,0.932,Lumpy
677036,2.22,1.203,Lumpy
55006,2.19,0.94,Lumpy
11205,2.16,0.749,Lumpy
822035,2.16,0.586,Lumpy
956509,2.16,0.498,Lumpy
55017,2.14,0.709,Lumpy
170025,2.14,0.631,Lumpy
477615,2.14,0.648,Lumpy
19004,2.11,2.985,Lumpy
677304,2.11,1.019,Lumpy
11305,2.09,0.865,Lumpy
452105,2.09,0.957,Lumpy
928029,2.09,0.503,Lumpy
2100249,2.09,0.729,Lumpy
11926,2.06,0.525,Lumpy
759102,2.06,0.532,Lumpy
11628,2.04,0.538,Lumpy
11966,2.04,0.62,Lumpy
170305,2.04,0.842,Lumpy
485007,2.04,0.615,Lumpy
17375,2.01,0.876,Lumpy
32015,2.01,0.772,Lumpy
11579,1.99,1.528,Lumpy
26400,1.99,0.775,Lumpy
11339,1.97,0.656,Lumpy
55010,1.97,2.096,Lumpy
5110000,1.97,0.672,Lumpy
17334,1.94,0.763,Lumpy
5150013,1.94,0.867,Lumpy
55206,1.92,0.692,Lumpy
940559,1.92,0.545,Lumpy
5150012,1.92,0.58,Lumpy
11715,1.9,0.59,Lumpy
940058,1.9,0.73,Lumpy
11572,1.88,2.158,Lumpy
55484,1.88,0.725,Lumpy
5150011,1.84,0.589,Lumpy
55005,1.82,1.091,Lumpy
11575,1.8,0.863,Lumpy
11811,1.78,0.81,Lumpy
55184,1.78,0.678,Lumpy
292007,1.78,0.561,Lumpy
360475,1.74,0.971,Lumpy
411005,1.74,0.857,Lumpy
928369,1.73,0.589,Lumpy
292004,1.71,0.801,Lumpy
55007,1.69,0.858,Lumpy
11942,1.68,0.502,Lumpy
11332,1.66,0.567,Lumpy
360402,1.66,1.452,Lumpy
55050,1.64,1.003,Lumpy
11292,1.63,0.994,Lumpy
677006,1.63,1.866,Lumpy
11862,1.6,3.655,Lumpy
42005,1.6,1.704,Lumpy
521058,1.6,0.678,Lumpy
677037,1.6,1.872,Lumpy
922169,1.6,0.653,Lumpy
485006,1.57,0.533,Lumpy
42006,1.53,2.156,Lumpy
274018,1.53,2.155,Lumpy
956209,1.51,0.693,Lumpy
11574,1.5,3.084,Lumpy
11865,1.5,0.821,Lumpy
521056,1.5,0.733,Lumpy
5040001,1.47,0.556,Lumpy
148500,1.46,2.429,Lumpy
490151,1.46,0.637,Lumpy
521057,1.45,0.567,Lumpy
485005,1.44,0.622,Lumpy
677057,1.42,1.698,Lumpy
42000,1.41,0.596,Lumpy
677056,1.4,1.658,Lumpy
956056,1.4,0.724,Lumpy
292009,1.39,0.751,Lumpy
27179,1.37,1.711,Lumpy
119037,1.37,0.67,Lumpy
940509,1.37,0.555,Lumpy
956459,1.37,0.646,Lumpy
140229,1.35,0.54,Lumpy
485003,1.35,0.519,Lumpy
498178,1.34,1.151,Lumpy
956229,1.32,0.275,Smooth
11627,1.29,0.415,Smooth
312025,1.28,0.389,Smooth
25014,1.27,0.436,Smooth
759100,1.27,0.435,Smooth
956027,1.26,0.247,Smooth
956057,1.25,0.084,Smooth
172014,1.24,0.431,Smooth
750855,1.24,0.335,Smooth
610405,1.23,0.386,Smooth
410004,1.2,0.48,Smooth
922069,1.2,0.236,Smooth
117006,1.19,0.481,Smooth
11867,1.18,0.475,Smooth
11626,1.17,0.447,Smooth
11584,1.15,0.431,Smooth
11534,1.12,0.417,Smooth
11608,1.12,0.338,Smooth
210105,1.12,0.489,Smooth
922089,1.12,0.425,Smooth
590015,1.1,0.436,Smooth
750815,1.1,0.449,Smooth
55004,1.08,0.313,Smooth
290804,1.08,0.182,Smooth
301005,1.08,0.411,Smooth
956051,1.08,0.309,Smooth
11606,1.07,0.245,Smooth
290805,1.07,0.18,Smooth
518077,1.07,0.39,Smooth
159002,1.06,0.345,Smooth
164205,1.06,0.343,Smooth
290806,1.06,0.2,Smooth
565017,1.06,0.409,Smooth
928379,1.06,0.453,Smooth
941279,1.06,0.218,Smooth
5210001,1.06,0.424,Smooth
140016,1.05,0.281,Smooth
429055,1.05,0.448,Smooth
490157,1.05,0.243,Smooth
32012,1.04,0.416,Smooth
42004,1.04,0.206,Smooth
117005,1.02,0.303,Smooth
140006,1.02,0.258,Smooth
360419,1.02,0.258,Smooth
490159,1.02,0.373,Smooth
498176,1.02,0.422,Smooth
565025,1.02,0.347,Smooth
952039,1.02,0.254,Smooth
952099,1.02,0.221,Smooth
952179,1.02,0.272,Smooth
956029,1.02,0.418,Smooth
956050,1.02,0.106,Smooth
17374,1.01,0.173,Smooth
290095,1.01,0.377,Smooth
518075,1.01,0.23,Smooth
601003,1.01,0.37,Smooth
750925,1.01,0.451,Smooth
890000,1.01,0.132,Smooth
890001,1.01,0.156,Smooth
941019,1.01,0.273,Smooth
32010,1.0,0.174,Smooth
290605,1.0,0.243,Smooth
360409,1.0,0.167,Smooth
498175,1.0,0.281,Smooth
922049,1.0,0.188,Smooth
941009,1.0,0.114,Smooth
941039,1.0,0.069,Smooth
956058,1.0,0.114,Smooth
956059,1.0,0.163,Smooth
5210011,1.0,0.354,Smooth
