store_id,item_id,so_number,delivery_date,delivered_qty,unfilled_qty,delivery_status,order_qty
STR_W01,1200080994,SO_20241104_STR_W01_0103,2024-11-06,82.0,0.0,FULL_DELIVERY,82.0
STR_W01,2840016014,SO_20241104_STR_W01_0103,2024-11-06,55.0,24.0,PARTIAL_DELIVERY,79.0
STR_W01,2840016014,SO_20241104_STR_W01_0103,2024-11-08,24.0,0.0,FULL_DELIVERY,79.0
STR_E01,1200080994,SO_20241111_STR_E01_0104,2024-11-13,153.0,0.0,FULL_DELIVERY,153.0
STR_E01,2840016014,SO_20241111_STR_E01_0104,2024-11-13,91.0,0.0,FULL_DELIVERY,91.0
STR_E01,4900005010,SO_20241111_STR_E01_0104,2024-11-13,88.0,0.0,FULL_DELIVERY,88.0
STR_E02,1200080994,SO_20241111_STR_E02_0105,2024-11-13,175.0,0.0,FULL_DELIVERY,175.0
STR_E02,2840016014,SO_20241111_STR_E02_0105,2024-11-13,168.0,0.0,FULL_DELIVERY,168.0
STR_E02,4900005010,SO_20241111_STR_E02_0105,2024-11-13,103.0,0.0,FULL_DELIVERY,103.0
STR_W01,2840016014,SO_20241111_STR_W01_0106,2024-11-13,99.0,0.0,FULL_DELIVERY,99.0
STR_W01,4900005010,SO_20241111_STR_W01_0106,2024-11-13,166.0,0.0,FULL_DELIVERY,166.0
STR_W01,1200080994,SO_20241111_STR_W01_0106,2024-11-15,90.0,0.0,FULL_DELIVERY,90.0
STR_E01,1200080994,SO_20241118_STR_E01_0107,2024-11-20,94.0,0.0,FULL_DELIVERY,94.0
STR_E01,2840016014,SO_20241118_STR_E01_0107,2024-11-20,90.0,0.0,FULL_DELIVERY,90.0
STR_E01,4900005010,SO_20241118_STR_E01_0107,2024-11-20,94.0,0.0,FULL_DELIVERY,94.0
STR_E02,1200080994,SO_20241118_STR_E02_0108,2024-11-20,64.0,26.0,PARTIAL_DELIVERY,90.0
STR_E02,2840016014,SO_20241118_STR_E02_0108,2024-11-20,86.0,0.0,FULL_DELIVERY,86.0
STR_E02,4900005010,SO_20241118_STR_E02_0108,2024-11-20,91.0,0.0,FULL_DELIVERY,91.0
STR_W01,1200080994,SO_20241118_STR_W01_0109,2024-11-20,83.0,0.0,FULL_DELIVERY,83.0
STR_E02,1200080994,SO_20241118_STR_E02_0108,2024-11-22,26.0,0.0,FULL_DELIVERY,90.0
STR_E01,1200080994,SO_20241125_STR_E01_0110,2024-11-27,168.0,0.0,FULL_DELIVERY,168.0
STR_E01,2840016014,SO_20241125_STR_E01_0110,2024-11-27,114.0,0.0,FULL_DELIVERY,114.0
STR_E01,4900005010,SO_20241125_STR_E01_0110,2024-11-27,136.0,0.0,FULL_DELIVERY,136.0
STR_E02,1200080994,SO_20241125_STR_E02_0111,2024-11-27,163.0,0.0,FULL_DELIVERY,163.0
STR_E02,2840016014,SO_20241125_STR_E02_0111,2024-11-27,114.0,0.0,FULL_DELIVERY,114.0
STR_E02,4900005010,SO_20241125_STR_E02_0111,2024-11-27,125.0,0.0,FULL_DELIVERY,125.0
STR_W01,1200080994,SO_20241125_STR_W01_0112,2024-11-27,134.0,0.0,FULL_DELIVERY,134.0
STR_W01,2840016014,SO_20241125_STR_W01_0112,2024-11-27,197.0,0.0,FULL_DELIVERY,197.0
STR_W01,4900005010,SO_20241125_STR_W01_0112,2024-11-27,224.0,0.0,FULL_DELIVERY,224.0
STR_E01,1200080994,SO_20241202_STR_E01_0113,2024-12-04,504.0,0.0,FULL_DELIVERY,504.0
STR_E01,2840016014,SO_20241202_STR_E01_0113,2024-12-04,257.0,0.0,FULL_DELIVERY,257.0
STR_E01,4900005010,SO_20241202_STR_E01_0113,2024-12-04,273.0,140.0,PARTIAL_DELIVERY,413.0
STR_E02,1200080994,SO_20241202_STR_E02_0114,2024-12-04,132.0,0.0,FULL_DELIVERY,491.0
STR_E02,2840016014,SO_20241202_STR_E02_0114,2024-12-04,330.0,0.0,FULL_DELIVERY,330.0
STR_E02,4900005010,SO_20241202_STR_E02_0114,2024-12-04,400.0,0.0,FULL_DELIVERY,400.0
STR_W01,1200080994,SO_20241202_STR_W01_0115,2024-12-04,377.0,0.0,FULL_DELIVERY,481.0
STR_W01,2840016014,SO_20241202_STR_W01_0115,2024-12-04,214.0,0.0,FULL_DELIVERY,311.0
STR_W01,4900005010,SO_20241202_STR_W01_0115,2024-12-04,401.0,0.0,FULL_DELIVERY,401.0
STR_E01,4900005010,SO_20241202_STR_E01_0113,2024-12-06,140.0,0.0,FULL_DELIVERY,413.0
STR_E01,2840016014,SO_20241209_STR_E01_0116,2024-12-11,138.0,0.0,FULL_DELIVERY,138.0
STR_E02,1200080994,SO_20241209_STR_E02_0117,2024-12-11,539.0,0.0,FULL_DELIVERY,539.0
STR_W01,1200080994,SO_20241209_STR_W01_0118,2024-12-11,265.0,0.0,FULL_DELIVERY,265.0
STR_W01,2840016014,SO_20241209_STR_W01_0118,2024-12-11,222.0,0.0,FULL_DELIVERY,222.0
STR_E01,1200080994,SO_20241216_STR_E01_0119,2024-12-18,181.0,100.0,PARTIAL_DELIVERY,281.0
STR_E01,4900005010,SO_20241216_STR_E01_0119,2024-12-18,216.0,0.0,FULL_DELIVERY,216.0
STR_E02,2840016014,SO_20241216_STR_E02_0120,2024-12-18,234.0,0.0,FULL_DELIVERY,234.0
STR_E02,4900005010,SO_20241216_STR_E02_0120,2024-12-18,224.0,0.0,FULL_DELIVERY,224.0
STR_W01,4900005010,SO_20241216_STR_W01_0121,2024-12-18,195.0,45.0,PARTIAL_DELIVERY,240.0
STR_E01,1200080994,SO_20241216_STR_E01_0119,2024-12-20,100.0,0.0,FULL_DELIVERY,281.0
STR_W01,4900005010,SO_20241216_STR_W01_0121,2024-12-20,45.0,0.0,FULL_DELIVERY,240.0
STR_E01,2840016014,SO_20241223_STR_E01_0122,2024-12-25,245.0,0.0,FULL_DELIVERY,245.0
STR_E01,4900005010,SO_20241223_STR_E01_0122,2024-12-25,230.0,0.0,FULL_DELIVERY,230.0
STR_E02,1200080994,SO_20241223_STR_E02_0123,2024-12-25,224.0,0.0,FULL_DELIVERY,224.0
STR_E02,4900005010,SO_20241223_STR_E02_0123,2024-12-25,230.0,0.0,FULL_DELIVERY,230.0
STR_W01,1200080994,SO_20241223_STR_W01_0124,2024-12-25,240.0,0.0,FULL_DELIVERY,240.0
STR_W01,2840016014,SO_20241223_STR_W01_0124,2024-12-25,209.0,0.0,FULL_DELIVERY,209.0
STR_W01,4900005010,SO_20241223_STR_W01_0124,2024-12-25,174.0,80.0,PARTIAL_DELIVERY,254.0
STR_W01,4900005010,SO_20241223_STR_W01_0124,2024-12-27,80.0,0.0,FULL_DELIVERY,254.0
